User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR00120,42,Non-binary,Working Professional,Single,Instagram,4.9,1,1,No,Within 5 min,66,5.6,8.7,8.2,10.0,No,No,7.0,3.7,5.2,4.1,7.5,6.8,5.3,0.6,0.4,0.7,4.3,Severe
USR00121,18,Female,Working Professional,Single,Instagram,7.5,3,3,No,5-30 min,95,5.3,3.4,4.2,5.2,No,No,6.1,8.7,5.0,5.9,5.1,5.8,7.9,8.0,0.3,4.0,7.1,Low
USR00122,31,Male,Student,Single,TikTok,1.2,1,4,,After 30 min,33,4.3,2.0,5.1,5.0,Yes,No,5.6,3.2,1.1,3.8,4.6,4.9,6.3,8.5,2.3,1.7,8.1,Low
USR00123,19,Female,Student,Married,Twitter/X,0.5,1,4,No,5-30 min,46,5.1,5.9,4.7,4.0,No,Yes,6.5,4.7,8.0,7.0,6.9,6.4,6.1,6.7,5.1,4.3,8.0,Low
USR00124,26,Male,Student,Married,Instagram,5.2,4,4,Yes,5-30 min,5,2.6,4.4,6.7,4.7,Yes,Yes,4.0,5.8,1.4,6.8,5.6,4.7,5.2,1.7,4.5,3.9,6.3,Moderate
USR00125,23,Male,Working Professional,Married,Instagram,2.7,3,4,No,Within 5 min,59,6.1,5.5,4.6,4.3,Yes,No,6.1,5.1,5.8,2.6,6.2,5.8,7.3,6.5,5.1,2.8,6.2,Moderate
USR00126,41,Female,Student,Married,Facebook,4.9,3,5,No,Within 5 min,70,2.6,4.1,4.4,1.2,No,Yes,4.9,4.8,4.7,8.2,5.3,7.8,3.1,5.5,1.0,4.4,8.2,Low
USR00127,41,Female,Working Professional,Single,Instagram,2.9,1,3,Yes,5-30 min,103,5.3,1.4,9.6,6.7,Yes,Yes,8.5,4.4,6.7,5.8,4.5,7.0,4.0,3.7,3.3,3.7,5.2,High
USR00128,37,Male,Student,Single,Facebook,6.3,4,4,Yes,5-30 min,6,4.3,6.9,4.3,6.3,Yes,No,6.5,3.4,6.1,0.3,6.2,6.5,,2.3,3.6,2.6,6.1,Moderate
USR00129,26,Male,Working Professional,Married,Facebook,3.8,3,4,No,After 30 min,33,4.8,0.9,2.1,6.7,Yes,,7.3,0.0,,5.3,6.3,6.4,10.0,6.3,1.0,0.0,8.4,Low
USR00130,30,Female,Student,Married,YouTube,4.2,4,7,No,5-30 min,58,4.6,5.1,6.9,5.5,Yes,No,9.6,3.3,3.0,9.4,2.1,6.7,3.7,7.7,0.5,0.4,8.1,Low
USR00131,38,Male,Freelancer,,TikTok,5.6,4,2,Yes,Within 5 min,63,8.3,3.3,4.9,6.9,No,No,,5.4,3.0,4.4,10.0,,2.3,7.0,3.8,3.3,5.8,High
USR00132,28,Male,Student,Single,YouTube,3.6,1,6,No,After 30 min,80,4.2,6.6,4.8,2.1,Yes,Yes,10.0,5.2,4.8,7.1,5.9,8.0,6.5,4.3,0.7,3.4,6.8,Moderate
USR00133,33,Male,Student,Married,Twitter/X,,4,4,No,After 30 min,116,0.0,5.5,3.5,3.4,Yes,Yes,8.0,3.7,2.7,6.4,9.3,6.6,8.6,9.0,2.4,1.8,7.5,Low
USR00134,22,Female,Freelancer,Single,,7.3,3,4,No,Within 5 min,60,7.8,3.5,5.3,3.2,No,Yes,3.7,3.6,2.4,5.4,5.5,6.6,7.0,6.1,4.5,6.0,6.6,High
USR00135,18,Male,Student,Single,Instagram,4.4,2,1,No,After 30 min,88,3.3,4.9,3.6,7.7,No,No,6.3,6.5,2.9,4.8,7.8,6.0,5.3,3.8,3.4,0.1,7.4,Low
USR00136,44,Male,Working Professional,,TikTok,5.1,4,4,No,Within 5 min,28,5.3,7.0,5.4,4.4,Yes,Yes,2.9,10.0,2.9,2.2,5.2,8.3,4.2,10.0,,4.2,6.6,Moderate
USR00137,27,Female,Student,In a Relationship,YouTube,5.7,3,3,No,Within 5 min,81,6.5,4.9,5.6,2.5,Yes,No,2.8,3.6,3.5,7.0,6.9,7.3,7.3,8.3,3.3,3.6,7.4,Moderate
USR00138,27,Female,Student,In a Relationship,Snapchat,4.8,3,2,Yes,Within 5 min,147,6.4,7.3,6.2,7.4,No,Yes,4.8,5.9,,6.1,5.5,6.5,6.5,8.6,2.2,1.5,4.1,Severe
USR00139,30,Male,Student,Single,Facebook,5.7,6,4,Yes,Within 5 min,64,4.6,3.7,6.0,2.1,Yes,No,9.1,,4.7,7.9,6.6,5.0,5.4,6.3,2.5,3.2,6.6,Moderate
USR00140,44,Male,Student,,YouTube,8.7,2,3,Yes,5-30 min,39,4.1,6.7,3.7,6.1,Yes,No,7.2,7.5,5.0,8.3,4.0,7.9,7.0,5.2,4.5,2.2,5.8,High
USR00141,23,Female,Working Professional,In a Relationship,Facebook,6.9,5,5,No,After 30 min,80,3.8,5.0,4.2,5.3,Yes,Yes,3.9,5.7,6.2,5.2,3.8,5.4,4.7,4.6,1.4,3.1,6.0,Moderate
USR00142,37,Non-binary,Student,In a Relationship,TikTok,1.5,3,6,Yes,Within 5 min,20,3.9,7.4,7.1,4.7,No,Yes,7.7,6.7,4.1,4.8,7.5,6.8,0.3,7.1,3.7,5.4,6.1,Moderate
USR00143,21,Male,Working Professional,Single,Facebook,0.5,3,4,Yes,Within 5 min,147,1.2,3.8,4.5,7.3,No,No,5.8,6.2,4.7,,8.0,5.8,9.6,4.9,4.0,2.1,6.4,Moderate
USR00144,36,Female,Student,Single,Twitter/X,2.7,3,2,Yes,Within 5 min,58,5.7,2.4,7.4,4.7,Yes,No,4.8,3.7,5.7,5.9,6.4,8.6,4.4,3.9,5.2,3.1,6.6,Moderate
USR00145,21,Male,Working Professional,Married,TikTok,0.5,5,5,Yes,Within 5 min,24,6.7,3.9,5.1,6.8,Yes,No,7.9,5.2,3.1,8.0,7.5,4.2,6.6,3.1,0.3,,5.7,High
USR00146,36,Female,Working Professional,In a Relationship,YouTube,0.5,1,4,No,After 30 min,86,4.1,7.7,4.1,3.5,No,Yes,4.7,4.9,0.8,3.2,3.8,6.3,6.3,8.6,3.2,,7.6,Low
USR00147,27,Female,Freelancer,Single,TikTok,2.3,2,3,No,After 30 min,22,3.6,6.8,6.5,5.7,No,No,0.9,6.7,4.3,2.0,2.0,6.4,3.4,4.9,2.4,3.5,6.3,Moderate
USR00148,42,Male,Working Professional,Married,TikTok,2.5,1,1,Yes,After 30 min,41,5.9,4.3,5.4,4.4,Yes,No,3.3,0.2,5.8,6.7,3.5,7.2,7.9,5.8,2.3,5.1,7.8,Low
USR00149,22,Female,Student,In a Relationship,Snapchat,5.0,2,5,No,5-30 min,97,3.0,4.0,8.4,6.1,No,Yes,3.6,2.5,5.7,4.9,3.8,8.6,8.2,9.3,3.5,2.0,5.5,Moderate
USR00150,32,Female,Student,In a Relationship,Twitter/X,5.6,5,5,No,After 30 min,35,4.3,7.9,6.6,5.4,No,Yes,5.6,5.5,2.5,6.6,5.5,,2.6,4.3,1.6,2.8,7.4,Moderate
USR00151,25,Male,Working Professional,In a Relationship,YouTube,9.3,3,4,Yes,5-30 min,113,1.8,7.7,7.6,6.7,No,No,5.7,1.7,2.0,5.7,6.7,5.5,4.8,7.1,0.2,4.6,5.8,High
USR00152,30,Male,Working Professional,Single,Facebook,3.0,1,5,No,5-30 min,5,8.0,7.8,4.3,7.4,Yes,No,2.2,4.4,0.0,7.2,5.5,7.0,4.8,4.7,0.9,3.7,7.9,Low
USR00153,20,Non-binary,Student,In a Relationship,Snapchat,3.2,5,6,No,Within 5 min,34,5.9,3.3,,10.0,Yes,Yes,0.0,5.4,5.7,1.8,7.2,4.7,7.9,3.3,4.1,1.9,5.3,High
USR00154,19,Female,Student,Single,Instagram,5.0,6,5,No,After 30 min,17,1.2,4.7,7.7,7.7,No,No,6.9,3.2,6.3,4.6,5.4,5.6,6.9,6.0,1.7,2.4,6.9,Moderate
USR00155,35,Female,Working Professional,In a Relationship,Instagram,6.9,2,3,No,Within 5 min,80,4.1,5.2,6.2,6.2,Yes,No,1.3,4.2,2.9,6.1,1.8,,5.6,5.6,4.2,2.6,7.3,Moderate
USR00156,24,Female,Working Professional,Single,Snapchat,4.0,2,2,Yes,5-30 min,85,4.8,5.6,5.3,6.5,No,No,4.5,4.4,4.0,,2.9,5.9,6.2,7.6,2.4,2.1,7.9,Moderate
USR00157,24,Male,Student,Married,,2.6,4,6,No,After 30 min,56,3.1,7.1,,6.3,No,No,4.4,6.8,8.1,6.4,7.6,6.5,,7.6,,4.2,7.4,Low
USR00158,44,Male,Student,Married,TikTok,0.5,1,4,No,5-30 min,113,8.9,6.9,2.6,5.9,No,Yes,4.8,8.7,6.6,6.1,4.6,4.0,3.1,4.2,4.5,3.5,5.8,High
USR00159,41,Non-binary,Student,In a Relationship,YouTube,6.4,2,6,No,Within 5 min,22,3.6,3.4,6.6,5.0,Yes,No,6.0,7.9,3.9,5.4,3.2,4.9,8.3,6.4,0.4,1.7,6.8,Moderate
USR00160,15,Male,Freelancer,In a Relationship,Instagram,4.0,3,5,No,Within 5 min,68,4.7,6.1,4.7,6.0,Yes,Yes,3.5,4.8,4.7,6.9,7.7,4.8,5.5,4.7,4.8,3.6,6.0,High
USR00161,43,Non-binary,Student,Married,Snapchat,7.9,2,3,No,After 30 min,33,3.9,,3.4,7.5,Yes,Yes,4.9,6.3,6.7,5.5,4.8,5.9,3.4,6.3,3.4,5.2,7.7,Low
USR00162,37,Female,Freelancer,In a Relationship,TikTok,8.5,2,3,No,Within 5 min,10,5.9,3.2,2.9,5.2,Yes,Yes,5.2,4.9,7.7,4.2,7.4,6.3,4.7,7.3,,2.1,6.1,High
USR00163,17,Female,Freelancer,In a Relationship,YouTube,8.7,6,1,No,Within 5 min,20,4.5,5.6,4.0,3.5,Yes,No,5.4,1.9,2.3,,7.8,6.0,7.6,5.3,0.0,2.0,7.3,Moderate
USR00164,27,Male,Student,Single,Facebook,5.6,3,8,Yes,Within 5 min,102,5.6,4.5,3.9,3.4,Yes,No,7.8,3.3,4.8,7.1,6.7,7.2,7.6,1.3,3.8,2.0,5.6,High
USR00165,21,Male,Freelancer,In a Relationship,TikTok,6.5,4,1,No,Within 5 min,91,8.0,7.8,5.3,6.3,Yes,Yes,6.6,1.2,,6.6,3.1,8.1,,5.6,5.6,4.1,3.2,Severe
USR00166,23,Male,Student,In a Relationship,Twitter/X,1.6,1,1,No,Within 5 min,55,3.2,4.2,5.4,5.9,No,Yes,5.6,5.4,5.2,4.0,3.9,6.4,2.7,8.1,2.4,2.2,7.2,Low
USR00167,17,Female,Student,Married,Snapchat,5.5,3,4,No,After 30 min,80,5.2,1.9,6.3,4.3,Yes,Yes,7.1,5.8,4.9,6.7,9.2,,6.4,,1.9,0.1,7.7,Low
USR00168,42,Male,Student,Married,Twitter/X,3.8,1,0,No,Within 5 min,92,,1.2,3.7,4.6,No,No,7.2,4.1,3.9,6.6,0.0,6.0,3.6,5.5,0.0,3.2,8.4,Low
USR00169,25,Female,Student,In a Relationship,YouTube,6.8,1,5,No,5-30 min,99,4.6,4.5,7.6,5.7,Yes,Yes,5.8,6.6,3.8,1.7,5.8,5.4,4.9,7.2,4.8,4.0,5.2,Severe
USR00170,29,Male,,Married,Twitter/X,3.4,2,2,Yes,After 30 min,36,2.5,3.9,5.4,2.1,No,No,2.1,0.2,2.3,7.0,9.7,6.0,9.2,4.3,0.2,3.0,8.5,Low
USR00171,35,Female,Working Professional,In a Relationship,Instagram,4.0,2,4,Yes,5-30 min,49,7.9,2.9,5.9,5.4,Yes,No,6.3,1.2,5.5,5.7,8.4,7.6,4.8,7.7,0.0,3.3,7.5,Moderate
USR00172,32,Female,Freelancer,In a Relationship,Snapchat,2.7,4,4,Yes,Within 5 min,5,3.1,4.5,,8.1,Yes,Yes,2.8,7.9,4.9,5.4,4.7,6.8,6.5,5.7,,3.1,5.9,High
USR00173,44,Female,Student,Single,YouTube,8.5,3,6,Yes,5-30 min,37,2.5,5.1,5.4,4.1,Yes,Yes,5.3,5.1,5.3,3.3,7.0,6.8,5.3,3.4,1.6,1.5,5.9,Severe
USR00174,21,Male,Student,Married,Instagram,4.8,4,2,Yes,Within 5 min,81,3.8,4.2,2.7,2.3,No,No,3.7,5.0,3.1,5.3,0.2,4.6,9.8,7.2,5.3,2.0,6.0,Moderate
USR00175,25,,Unemployed,Single,TikTok,2.4,3,8,No,5-30 min,52,5.0,3.8,5.2,6.0,Yes,No,5.2,5.5,5.1,4.7,4.1,4.7,4.9,3.9,3.7,4.4,6.2,Moderate
USR00176,32,Male,Student,Single,YouTube,3.7,4,4,Yes,Within 5 min,76,0.5,2.3,3.8,5.8,No,No,5.3,3.5,4.8,3.5,7.1,6.5,2.5,9.3,0.3,1.4,7.5,Low
USR00177,20,Male,Working Professional,In a Relationship,Instagram,1.7,3,6,Yes,Within 5 min,117,2.4,4.9,1.8,6.9,Yes,No,,1.6,6.0,3.5,,6.7,6.2,5.7,5.9,5.4,7.4,Moderate
USR00178,30,Female,Working Professional,In a Relationship,Instagram,7.2,3,2,No,Within 5 min,43,4.0,5.9,4.7,7.4,Yes,No,2.2,2.0,3.8,3.1,5.3,7.9,1.8,5.8,4.6,1.6,5.4,High
USR00179,32,Female,Working Professional,In a Relationship,YouTube,7.2,5,6,Yes,After 30 min,93,5.7,6.9,9.6,5.1,No,No,10.0,6.1,3.2,6.7,7.0,6.9,4.9,7.7,5.9,0.6,5.5,High
USR00180,37,Female,Student,Single,Snapchat,4.9,3,2,Yes,After 30 min,108,4.2,,6.7,3.0,Yes,No,7.9,6.0,,6.9,4.3,8.7,2.2,7.3,2.6,3.6,8.0,Low
USR00181,27,Male,Student,Married,TikTok,5.2,3,10,Yes,After 30 min,55,4.3,5.4,3.5,6.2,No,Yes,,,4.1,5.0,3.5,,3.5,5.3,3.6,4.2,5.1,High
USR00182,24,Male,Student,Single,Twitter/X,1.4,5,7,No,Within 5 min,110,2.6,7.6,3.2,2.2,Yes,Yes,4.0,4.5,6.4,5.7,3.9,4.1,3.2,4.9,5.1,1.3,7.0,Moderate
USR00183,23,Non-binary,Working Professional,Married,Instagram,7.9,8,3,Yes,Within 5 min,98,1.1,,,6.5,Yes,No,7.2,6.2,2.8,6.6,2.5,6.2,5.6,7.2,2.8,4.3,4.4,Severe
USR00184,43,Non-binary,Working Professional,Married,Facebook,4.4,3,3,No,After 30 min,103,0.8,6.0,5.3,6.4,Yes,Yes,6.0,9.5,5.5,1.6,,8.2,1.1,3.4,4.6,1.7,7.8,Moderate
USR00185,37,Male,Freelancer,Single,Snapchat,9.0,1,6,Yes,Within 5 min,97,6.4,7.0,7.0,10.0,Yes,No,5.9,8.3,6.0,6.4,4.0,5.8,5.7,5.2,0.2,5.0,4.3,Severe
USR00186,30,Female,Working Professional,Single,YouTube,3.3,2,5,No,Within 5 min,126,5.9,8.0,2.0,3.3,Yes,No,6.6,6.0,5.2,4.9,5.1,6.1,5.7,6.2,2.6,3.4,6.1,Moderate
USR00187,20,Female,Student,Married,TikTok,5.6,1,2,No,5-30 min,65,7.0,3.6,5.1,2.4,Yes,Yes,5.9,6.0,6.5,3.0,0.8,6.1,4.2,2.8,3.1,2.4,6.0,High
USR00188,24,Male,Freelancer,Single,,6.4,3,6,Yes,5-30 min,31,6.0,3.1,5.3,2.9,Yes,No,,3.4,3.6,5.2,6.6,7.5,6.5,4.3,2.9,2.3,6.9,Moderate
USR00189,38,Female,Student,Single,Facebook,6.3,5,6,No,Within 5 min,64,5.2,7.1,6.6,3.8,Yes,No,9.4,4.8,4.7,4.8,,7.0,1.1,4.7,4.3,3.4,6.7,Moderate
USR00190,36,Male,Student,Single,TikTok,4.3,2,4,No,Within 5 min,84,2.4,6.8,2.8,2.6,No,Yes,0.1,1.4,3.7,4.0,4.1,6.7,7.5,7.2,5.7,4.2,6.5,Moderate
USR00191,19,Male,Student,Single,Facebook,6.9,3,4,No,Within 5 min,116,5.7,5.7,5.4,7.0,No,No,1.5,2.4,1.0,3.0,3.9,6.1,4.9,4.5,2.6,4.2,5.2,Moderate
USR00192,42,,Student,Single,Instagram,5.4,5,4,,After 30 min,76,8.6,5.9,8.0,6.5,Yes,No,6.8,2.4,3.1,7.5,7.3,5.8,4.1,3.6,4.3,1.7,6.9,Moderate
USR00193,27,Female,Working Professional,Single,TikTok,4.6,3,3,Yes,Within 5 min,165,3.0,8.9,6.0,9.0,No,Yes,5.6,7.1,3.5,0.9,4.1,7.2,4.0,4.3,1.1,1.9,1.5,Severe
USR00194,24,Male,Unemployed,Married,Twitter/X,2.3,2,3,No,5-30 min,48,5.2,7.0,7.9,5.1,Yes,No,1.1,,0.7,2.3,8.6,5.3,6.2,7.7,2.2,3.9,7.8,Low
USR00195,26,Female,Working Professional,,Instagram,7.3,3,4,Yes,5-30 min,5,2.5,10.0,5.4,7.7,No,No,2.7,5.0,5.7,4.3,,6.6,3.1,4.5,3.7,2.8,5.9,Moderate
USR00196,21,Male,Student,Single,Instagram,4.6,2,2,Yes,After 30 min,54,3.5,,7.0,4.9,Yes,No,4.1,,2.6,3.8,4.7,7.0,5.1,4.4,2.6,6.2,7.8,Low
USR00197,39,Non-binary,Freelancer,Married,TikTok,5.6,1,2,No,5-30 min,52,2.4,5.6,5.6,6.6,Yes,Yes,6.8,4.5,0.6,5.3,6.9,5.4,4.6,6.8,4.7,,7.6,Moderate
USR00198,16,Female,Student,In a Relationship,Twitter/X,4.4,7,4,No,Within 5 min,94,6.4,7.2,,4.6,Yes,Yes,4.7,,1.8,7.4,6.9,8.2,4.4,5.9,6.6,2.3,6.0,Moderate
USR00199,36,Female,Student,Single,TikTok,5.3,2,7,No,Within 5 min,60,,5.6,5.7,4.4,No,No,1.4,2.8,7.9,3.2,4.2,6.2,3.6,5.8,2.2,3.9,6.2,Moderate
USR00200,36,Male,Student,In a Relationship,YouTube,3.7,3,3,Yes,5-30 min,76,4.1,4.1,4.7,0.6,Yes,No,7.3,3.1,5.5,7.4,6.2,10.0,6.8,4.5,0.0,3.4,7.5,Low
USR00201,26,Male,Freelancer,Married,YouTube,10.1,4,2,Yes,Within 5 min,75,4.1,5.0,4.5,7.0,Yes,,7.5,7.4,5.1,4.1,2.6,5.5,3.4,3.3,4.7,1.0,3.5,Severe
USR00202,43,Female,Working Professional,Single,Instagram,8.5,3,1,Yes,Within 5 min,79,3.1,2.8,0.0,5.4,Yes,No,6.8,4.5,5.4,8.5,7.8,6.7,1.7,2.6,4.0,1.5,7.7,Low
USR00203,39,Male,Freelancer,Single,Instagram,6.0,4,8,Yes,Within 5 min,24,6.8,4.1,4.9,6.8,Yes,Yes,6.8,5.8,5.5,9.7,7.2,4.0,1.7,2.3,1.3,1.7,3.7,Severe
USR00204,34,Female,Working Professional,Single,TikTok,5.1,5,2,No,After 30 min,20,4.9,4.1,4.6,0.6,No,No,4.0,9.1,6.2,5.3,2.7,7.4,2.4,5.5,1.5,4.9,8.0,Low
USR00205,38,Male,Working Professional,Married,Instagram,6.0,3,5,Yes,5-30 min,72,5.2,4.9,3.3,8.5,Yes,No,4.6,0.8,4.1,4.9,5.3,6.6,5.0,5.0,3.4,2.8,5.4,High
USR00206,38,Male,Freelancer,Single,YouTube,2.7,1,2,No,5-30 min,62,5.8,5.8,4.5,6.8,Yes,No,2.3,4.6,4.9,6.5,8.5,6.5,5.9,9.9,3.1,1.9,7.7,Low
USR00207,40,Male,Student,Married,TikTok,5.8,7,6,Yes,Within 5 min,79,8.1,5.9,3.5,4.8,Yes,No,4.5,3.4,0.4,4.5,6.6,4.1,3.1,5.1,2.7,4.7,5.0,Severe
USR00208,27,Female,Student,Single,YouTube,4.3,5,4,Yes,Within 5 min,87,5.6,6.8,7.9,7.2,Yes,No,4.7,5.3,4.8,7.2,6.2,7.4,3.8,4.4,5.1,3.7,5.6,High
USR00209,27,,Freelancer,Married,Twitter/X,3.6,3,3,No,5-30 min,48,6.8,6.3,6.7,7.6,No,Yes,3.0,4.7,5.6,3.9,6.7,6.8,3.7,7.1,3.1,4.7,6.5,Moderate
USR00210,28,Male,Working Professional,Single,Twitter/X,3.0,7,5,Yes,Within 5 min,100,5.6,7.8,3.7,4.7,Yes,Yes,5.2,,5.2,8.1,6.1,6.2,5.9,8.0,,3.5,4.4,Severe
USR00211,19,Female,Student,In a Relationship,Facebook,3.1,3,8,No,Within 5 min,61,8.2,4.7,8.5,5.5,Yes,No,8.3,2.3,6.0,4.4,4.7,7.1,4.1,7.9,,2.6,6.1,Moderate
USR00212,22,Male,Working Professional,In a Relationship,YouTube,5.6,3,5,Yes,Within 5 min,75,2.5,6.6,2.2,5.4,No,Yes,3.9,2.7,6.5,3.6,2.7,6.9,6.4,5.6,2.1,1.9,5.4,High
USR00213,36,Non-binary,Working Professional,In a Relationship,TikTok,4.6,6,4,No,5-30 min,53,6.7,7.7,3.6,7.5,Yes,Yes,5.0,,2.3,4.5,2.6,6.4,5.0,8.5,2.9,3.4,4.6,Severe
USR00214,41,Female,Working Professional,In a Relationship,Instagram,2.8,1,3,Yes,After 30 min,62,5.2,6.7,5.7,4.4,Yes,No,5.6,5.0,5.6,4.6,3.5,8.2,6.1,4.8,5.7,0.1,7.7,Moderate
USR00215,24,Male,Working Professional,Single,TikTok,5.4,5,3,Yes,Within 5 min,62,6.5,5.6,4.2,1.6,Yes,Yes,0.2,3.5,6.6,7.4,2.1,7.6,3.8,4.3,0.0,3.1,4.8,Severe
USR00216,21,Female,Working Professional,Single,Twitter/X,4.8,4,3,Yes,Within 5 min,118,4.6,2.0,6.4,4.1,No,No,2.7,4.0,3.7,10.0,4.7,3.7,5.3,9.2,5.1,3.8,8.1,Low
USR00217,30,,Student,Single,Snapchat,4.3,5,2,No,Within 5 min,100,5.6,6.3,4.2,7.3,Yes,No,4.5,6.5,3.2,5.9,6.3,5.7,4.6,3.0,4.2,2.7,6.3,Moderate
USR00218,26,Male,Working Professional,In a Relationship,Instagram,7.7,3,3,No,After 30 min,19,,8.9,2.7,3.0,No,Yes,0.3,7.1,3.6,3.5,8.4,7.1,3.9,7.4,2.7,0.0,7.6,Low
USR00219,42,Male,Freelancer,Married,Instagram,4.0,2,4,Yes,After 30 min,58,0.9,5.8,3.7,6.4,No,No,6.4,3.8,8.7,5.5,3.7,6.8,3.6,5.0,3.3,5.0,7.8,Low
USR00220,33,Male,Freelancer,Married,Instagram,1.6,2,2,,5-30 min,72,9.2,6.5,7.8,6.9,No,Yes,2.5,5.1,5.0,5.8,7.6,6.4,4.4,7.1,3.5,5.3,5.4,Severe
USR00221,43,Female,Student,In a Relationship,Instagram,4.8,6,3,No,After 30 min,47,7.2,4.5,4.8,6.3,Yes,No,5.8,5.1,2.7,5.7,3.6,5.4,7.5,6.2,2.0,0.0,6.7,Moderate
USR00222,31,Non-binary,Student,Married,Instagram,2.4,2,8,Yes,Within 5 min,76,6.1,4.0,3.4,5.5,Yes,No,3.1,1.8,5.5,6.2,6.1,7.7,2.6,4.0,3.3,3.1,7.5,Low
USR00223,20,Female,Student,In a Relationship,TikTok,6.3,4,6,No,5-30 min,103,,6.3,4.7,6.9,No,No,,3.3,6.7,,8.1,4.6,4.7,6.0,4.1,4.7,7.0,Moderate
USR00224,18,Male,Student,,TikTok,5.8,6,0,No,Within 5 min,46,3.0,3.3,0.2,6.0,No,Yes,3.8,4.8,2.7,4.9,3.0,6.7,6.6,4.7,2.5,5.4,6.9,Moderate
USR00225,28,Male,Student,Married,Snapchat,3.8,2,6,No,5-30 min,41,2.4,3.8,3.3,6.9,Yes,No,2.3,8.2,9.0,6.0,8.3,6.7,9.2,7.0,4.3,3.5,8.8,Low
USR00226,15,Female,Student,In a Relationship,Instagram,5.6,6,2,Yes,After 30 min,65,6.7,3.9,4.0,4.5,No,Yes,9.2,2.9,8.0,10.0,4.5,8.6,2.7,3.4,3.5,2.3,5.5,High
USR00227,36,Female,Working Professional,Single,Facebook,3.6,3,4,Yes,Within 5 min,26,6.8,3.9,5.8,5.3,Yes,,0.2,5.3,4.9,,8.3,5.4,0.7,2.3,1.3,2.1,8.1,Low
USR00228,38,Male,Student,In a Relationship,YouTube,3.5,3,6,Yes,Within 5 min,58,2.8,7.1,5.4,10.0,Yes,No,4.7,4.0,4.0,6.2,4.4,7.7,5.2,4.7,3.7,0.3,5.6,High
USR00229,16,Female,Working Professional,Single,Instagram,0.7,2,8,No,Within 5 min,61,5.5,5.1,6.2,10.0,No,No,3.7,5.1,5.1,1.0,6.4,7.2,5.7,6.9,6.1,3.5,7.0,Moderate
USR00230,28,Non-binary,Student,Married,Twitter/X,0.5,3,4,Yes,5-30 min,52,4.1,5.8,8.9,6.9,No,No,7.0,4.3,6.3,6.5,6.1,5.9,6.9,5.4,2.8,2.4,7.0,Moderate
USR00231,23,Male,Unemployed,In a Relationship,Snapchat,3.6,1,5,Yes,After 30 min,60,7.7,2.5,6.9,3.8,No,Yes,7.5,5.0,8.5,2.5,4.9,6.6,3.1,4.7,2.5,0.6,5.4,Severe
USR00232,35,Male,Student,Married,Instagram,8.3,5,4,No,Within 5 min,20,5.9,6.6,5.3,7.0,Yes,Yes,,3.1,3.1,,6.3,5.1,4.5,8.0,4.8,2.6,6.3,High
USR00233,42,Female,Freelancer,In a Relationship,Snapchat,1.9,4,5,Yes,5-30 min,52,7.3,4.8,3.2,5.4,Yes,Yes,6.4,7.0,2.6,7.5,2.3,7.0,4.0,3.5,0.8,2.2,6.3,Moderate
USR00234,29,Male,Working Professional,In a Relationship,,4.3,1,6,No,Within 5 min,14,3.7,5.0,5.0,7.0,No,No,6.1,2.1,3.9,5.9,7.2,6.0,4.3,1.2,4.0,3.7,7.5,Low
USR00235,28,Male,Freelancer,Single,Instagram,3.1,3,4,Yes,5-30 min,110,2.6,6.0,8.0,4.2,No,Yes,3.1,6.3,3.3,6.1,2.9,6.4,7.6,7.1,2.8,3.2,5.2,High
USR00236,24,Male,Working Professional,Married,TikTok,5.6,3,3,Yes,Within 5 min,28,4.9,5.6,2.5,4.3,Yes,Yes,6.1,5.9,6.3,2.2,5.0,6.2,6.0,,4.8,4.3,5.2,Severe
USR00237,25,Female,Student,Single,Instagram,2.7,2,8,No,5-30 min,5,8.4,2.3,10.0,6.2,No,No,0.0,6.2,7.2,,5.8,6.6,1.4,7.8,5.0,2.7,8.0,Low
USR00238,15,Male,Working Professional,Married,Instagram,4.3,1,5,Yes,Within 5 min,46,2.4,4.5,1.6,3.9,Yes,No,9.9,4.2,1.2,6.7,4.3,8.4,3.2,7.8,4.0,6.1,8.1,Low
USR00239,17,Male,Student,Married,YouTube,5.4,1,3,No,After 30 min,122,8.9,4.9,2.2,6.8,Yes,Yes,,4.7,,4.7,3.8,8.1,3.5,7.4,3.6,4.5,6.0,Moderate
USR00240,31,Female,Working Professional,Single,Facebook,3.4,2,1,No,5-30 min,81,5.8,6.6,3.2,5.0,No,Yes,4.9,3.4,4.3,6.8,2.9,6.4,6.2,5.5,3.1,3.7,6.2,Moderate
USR00241,38,Female,Working Professional,Single,Instagram,4.2,3,4,Yes,5-30 min,88,8.4,3.8,5.8,7.5,Yes,Yes,3.9,1.3,4.7,3.1,3.8,6.1,8.0,3.1,2.1,4.5,4.1,Severe
